source,target,value,sweep_2,sweep_3,sweep_4,sweep_5
Parent education,Illegal behaviour,1.7744971e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
Parent education,Bullies others,2.2709677e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
Parent education,Truancy,2.6117143e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
Parent education,Self-harm,2.3800394e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
Parent education,Conduct problems,7.7976205e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
Parent education,Prosocial behaviour,2.2968017e-05,Parenting (general),Parenting (activities),Conduct problems,Conduct problems
Parent education,Hyperactivity/inattention,1.7077922e-05,Parenting (general),Parenting (activities),Conduct problems,Hyperactivity/inattention
Parent education,Hyperactivity/inattention,2.6325077e-05,Parenting (general),Parenting (activities),Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Conduct problems,1.9257019e-05,Parenting (general),Parenting (school help),Digital access,Conduct problems
Parent education,Hyperactivity/inattention,1.984913e-05,Parenting (general),Parenting (school help),Cognition (reading),Hyperactivity/inattention
Parent education,Hyperactivity/inattention,1.4787676e-05,Parenting (general),Parenting (school help),Likes reading (home),Hyperactivity/inattention
Parent education,Conduct problems,2.4502491e-05,Parenting (general),Parenting (school help),Conduct problems,Conduct problems
Parent education,Hyperactivity/inattention,3.7329264e-05,Parenting (general),Parenting (school help),Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Peer relationship problems,1.61236e-05,Parenting (general),Parenting (school help),Peer relationship problems,Peer relationship problems
Parent education,Prosocial behaviour,1.9264093e-05,Parenting (general),Parenting (school help),Prosocial behaviour,Prosocial behaviour
Parent education,Emotional dysfunction,1.8484272e-05,Parenting (general),Household chaos,Emotional dysfunction,Emotional dysfunction
Parent education,Conduct problems,1.6893024e-05,Parenting (general),Household chaos,Conduct problems,Conduct problems
Parent education,Hyperactivity/inattention,2.5009771e-05,Parenting (general),Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Emotional dysfunction,2.7296164e-05,Parenting (general),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Emotional dysfunction,1.753808e-05,Parenting (general),Conduct problems,Emotional dysfunction,Emotional dysfunction
Parent education,Smoking,9.298443e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Alcohol,4.3404165e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Cognition (vocabulary),1.4803196e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Illegal behaviour,4.389891e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Bullies others,5.6180994e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Truancy,6.461065e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Self-harm,5.8879294e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Negative feelings,1.8923414e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Emotional dysfunction,1.5451476e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Conduct problems,0.00019290371,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Hyperactivity/inattention,3.1530846e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Prosocial behaviour,5.6820096e-05,Parenting (general),Conduct problems,Conduct problems,Conduct problems
Parent education,Hyperactivity/inattention,4.2248717e-05,Parenting (general),Conduct problems,Conduct problems,Hyperactivity/inattention
Parent education,Peer relationship problems,1.9196723e-05,Parenting (general),Conduct problems,Conduct problems,Peer relationship problems
Parent education,Prosocial behaviour,3.5623558e-05,Parenting (general),Conduct problems,Conduct problems,Prosocial behaviour
Parent education,Hyperactivity/inattention,4.3726464e-05,Parenting (general),Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Peer relationship problems,2.0645071e-05,Parenting (general),Conduct problems,Peer relationship problems,Peer relationship problems
Parent education,Prosocial behaviour,2.8060298e-05,Parenting (general),Conduct problems,Prosocial behaviour,Prosocial behaviour
Parent education,Conduct problems,1.8921883e-05,Parenting (general),Hyperactivity/inattention,Conduct problems,Conduct problems
Parent education,Conduct problems,1.9914556e-05,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent education,Smoking,2.1050088e-05,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Alcohol,4.808018e-05,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Self-harm,1.6674705e-05,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Wellbeing,1.8747214e-05,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Conduct problems,1.8494218e-05,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Hyperactivity/inattention,0.00015407488,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Peer relationship problems,1.5856585e-05,Parenting (general),Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent education,Peer relationship problems,2.8810584e-05,Parenting (general),Peer relationship problems,Peer relationship problems,Peer relationship problems
Parent education,Conduct problems,2.1385256e-05,Parenting (general),Prosocial behaviour,Conduct problems,Conduct problems
Parent education,Self-harm,1.5441898e-05,Parenting (general),Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parent education,Prosocial behaviour,0.00012867851,Parenting (general),Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parent education,Hyperactivity/inattention,1.6022155e-05,Parenting (rules),Parenting (activities),Parenting (involvement),Hyperactivity/inattention
Parent education,Emotional dysfunction,2.6488786e-05,Parenting (rules),Household chaos,Emotional dysfunction,Emotional dysfunction
Parent education,Conduct problems,2.4208455e-05,Parenting (rules),Household chaos,Conduct problems,Conduct problems
Parent education,Hyperactivity/inattention,1.7683386e-05,Parenting (rules),Household chaos,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Smoking,6.806269e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Alcohol,3.7285878e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Illegal behaviour,1.6879176e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Bullies others,2.9212071e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Truancy,4.143531e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Self-esteem,1.8982942e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Emotional dysfunction,0.0002047814,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Peer relationship problems,4.6715628e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Peer relationship problems,1.50644255e-05,Parenting (rules),Emotional dysfunction,Emotional dysfunction,Peer relationship problems
Parent education,Peer relationship problems,1.886143e-05,Parenting (rules),Emotional dysfunction,Peer relationship problems,Peer relationship problems
Parent education,Smoking,1.5237456e-05,Parenting (rules),Conduct problems,Conduct problems,Conduct problems
Parent education,Conduct problems,3.1611333e-05,Parenting (rules),Conduct problems,Conduct problems,Conduct problems
Parent education,Conduct problems,2.5337378e-05,Parenting (rules),Hyperactivity/inattention,Conduct problems,Conduct problems
Parent education,Emotional dysfunction,1.8072653e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parent education,Conduct problems,2.6666621e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parent education,Smoking,2.8187156e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Alcohol,6.438184e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Truancy,1.8122313e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Self-harm,2.2328291e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Wellbeing,2.5103489e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Conduct problems,2.4764715e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Hyperactivity/inattention,0.00020631422,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Peer relationship problems,2.1232787e-05,Parenting (rules),Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parent education,Prosocial behaviour,5.4606367e-05,Parenting (rules),Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parent education,Hyperactivity/inattention,1.7572665e-05,Parenting (enforcement),Life satisfaction,Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Prosocial behaviour,1.4632171e-05,Parenting (enforcement),Life satisfaction,Prosocial behaviour,Prosocial behaviour
Parent education,Hyperactivity/inattention,1.5943811e-05,Parenting (enforcement),Cognition (patterns),Cognition (reading),Hyperactivity/inattention
Parent education,Cognition (vocabulary),1.5660618e-05,Parenting (enforcement),Cognition (patterns),Cognition (patterns),Cognition (vocabulary)
Parent education,Cognition (vocabulary),1.9321054e-05,Parenting (enforcement),Cognition (patterns),Cognition (patterns),Cognition (working memory)
Parent education,Cognition (vocabulary),1.884702e-05,Parenting (enforcement),Cognition (patterns),Cognition (numbers),Cognition (vocabulary)
Parent education,Emotional dysfunction,1.6342292e-05,Parenting (enforcement),Cognition (patterns),Cognition (numbers),Emotional dysfunction
Parent education,Hyperactivity/inattention,1.4815374e-05,Parenting (enforcement),Cognition (patterns),Cognition (numbers),Hyperactivity/inattention
Parent education,Peer relationship problems,1.6962696e-05,Parenting (enforcement),Cognition (patterns),Cognition (numbers),Peer relationship problems
Parent education,Emotional dysfunction,2.1513546e-05,Parenting (enforcement),Cognition (patterns),Emotional dysfunction,Emotional dysfunction
Parent education,Conduct problems,2.1143724e-05,Parenting (enforcement),Cognition (patterns),Conduct problems,Conduct problems
Parent education,Alcohol,1.95704e-05,Parenting (enforcement),Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Hyperactivity/inattention,6.271414e-05,Parenting (enforcement),Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Parent education,Peer relationship problems,1.5710437e-05,Parenting (enforcement),Cognition (patterns),Peer relationship problems,Peer relationship problems
Parent education,Hyperactivity/inattention,2.1109714e-05,Parenting (enforcement),Cognition (vocabulary),Cognition (reading),Hyperactivity/inattention
Parent education,Cognition (vocabulary),1.458832e-05,Parenting (enforcement),Cognition (vocabulary),Cognition (numbers),Cognition (vocabulary)
Parent education,Emotional dysfunction,2.9223496e-05,Parenting (enforcement),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parent education,Conduct problems,2.5886324e-05,Parenting (enforcement),Conduct problems,Conduct problems,Conduct problems
Parent education,Emotional dysfunction,2.362963e-05,Parenting (enforcement),Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Parent education,Smoking,3.375692e-05,Parenting (enforcement),Hyperactivity/inattention,Conduct problems,Conduct problems
